"trawl_id","count_of_length_cm","count_of_otosag_id","count_of_ovary_id","count_of_stomach_id","count_of_tissue_id","count_of_left_pectoral_fin_id"
"200303010128",1,0,0,0,0,0
"200603008139",1,1,0,0,0,0
"200603008140",3,3,0,0,0,0
"200603010165",3,3,0,0,0,3
"200603010166",6,6,0,0,0,6
"200603010171",1,1,0,0,0,1
"200603010172",1,1,0,0,0,1
"200603017159",1,1,0,0,0,1
"200603017160",6,6,0,0,0,3
"200703010171",1,1,0,0,0,0
"200703017137",2,2,0,0,0,2
"200703017163",1,1,0,0,0,0
"200703017166",4,4,0,0,0,4
"200703017167",3,3,0,0,0,0
"200703017184",3,3,0,0,0,0
"200703017185",7,7,0,0,0,0
"200903008176",2,2,0,0,0,2
"200903017106",1,1,0,0,0,1
"200903017174",1,1,0,0,0,1
"201003008190",1,1,0,0,0,1
"201003017119",1,1,0,0,0,1
"201203008165",1,1,0,0,0,1
"201203008167",2,2,0,0,0,2
"201303017156",2,0,0,0,0,2
"201403020151",1,1,0,0,0,1
"201503010147",1,1,0,0,0,1
"201503020169",2,2,0,0,0,2
"201503020171",1,1,0,0,0,1
"201703017178",2,2,0,0,0,2
"201703017183",1,1,0,0,0,1
"201703020157",1,1,0,0,0,1
"201703020181",1,1,0,0,0,1
"201803017154",4,4,0,0,0,4
"202103010138",2,2,0,0,0,2
"202303008158",1,1,0,0,0,1
"202303017148",16,15,0,0,0,5
"202303017155",2,2,0,0,0,2
"202303020178",1,1,0,0,0,1
"202403008148",1,1,0,0,0,1
"202403017160",1,1,0,0,0,1
"202403020120",2,2,0,0,0,2
